productid,imageid,pixels
3827622498,1250356494,[0 0 0 ... 0 0 0]
784460980,1039028479,[0 0 0 ... 0 0 0]
3885600800,1258486870,[0 0 0 ... 0 0 0]
4014019853,1276530714,[0 0 0 ... 0 0 0]
4150994395,1301514772,[0 0 0 ... 0 0 0]
908950974,1047721979,[0 0 0 ... 0 0 0]
2990110449,1179031098,[0 0 0 ... 0 0 0]
55030620,833921461,[0 0 0 ... 0 0 0]
3161394401,1225886680,[0 0 0 ... 0 0 0]
3831234631,1250251227,[0 0 0 ... 0 0 0]
1711736225,1100083647,[0 0 0 ... 0 0 0]
159625132,915504157,[0 0 0 ... 0 0 0]
1175454,908164553,[0 0 0 ... 0 0 0]
3244900476,1201885745,[0 0 0 ... 0 0 0]
3454643240,1213868439,[0 0 0 ... 0 0 0]
4006518821,1275667881,[0 0 0 ... 0 0 0]
1625619097,1094643820,[0 0 0 ... 0 0 0]
4217949844,1318614196,[0 0 0 ... 0 0 0]
4006542079,1275725563,[0 0 0 ... 1 1 1]
3992810761,1273782569,[0 0 0 ... 0 0 0]
1620946121,1094455564,[0 0 0 ... 0 0 0]
2058926324,1123624503,[0 0 0 ... 0 0 0]
207151565,941621868,[0 0 0 ... 0 0 0]
3989898168,1272487286,[0 0 0 ... 0 0 0]
4057768809,1282932938,[0 0 0 ... 0 0 0]
1857269398,1105831018,[0 0 0 ... 0 0 0]
4037443731,1278810484,[0 0 0 ... 0 0 0]
4160936258,1304092414,[0 0 0 ... 0 0 0]
3842549414,1251402507,[0 0 0 ... 0 0 0]
1921864150,1112665740,[0 0 0 ... 0 0 0]
3959991667,1269576567,[5 5 5 ... 0 0 0]
4053884882,1282036895,[0 0 0 ... 0 0 0]
4130473796,1296429225,[0 0 0 ... 0 0 0]
3976957142,1271271910,[0 0 0 ... 0 0 0]
1337814904,1074715151,[0 0 0 ... 0 0 0]
4172911439,1307847162,[0 0 0 ... 0 0 0]
1084952215,1058082899,[0 0 0 ... 0 0 0]
3474746343,1215857947,[0 0 0 ... 0 0 0]
1518741295,1087007186,[0 0 0 ... 0 0 0]
3838147864,1251219977,[0 0 0 ... 0 0 0]
1842757173,1104834347,[0 0 0 ... 0 0 0]
795870384,1039455947,[0 0 0 ... 0 0 0]
4086079037,1289217633,[0 0 0 ... 0 0 0]
3566354099,1221771427,[0 0 0 ... 0 0 0]
3913253927,1263009328,[0 0 0 ... 0 0 0]
3101158802,1191030297,[0 0 0 ... 0 0 0]
942806714,1048598116,[2 2 2 ... 0 0 0]
3953972425,1269054562,[3 3 3 ... 0 0 0]
4218752552,1319264131,[0 0 0 ... 0 0 0]
4179728623,1309668308,[0 0 0 ... 0 0 0]
802361883,1039808863,[0 0 0 ... 0 0 0]
4210988558,1317266039,[0 0 0 ... 0 0 0]
516395551,1019306898,[0 0 0 ... 0 0 0]
747111866,1038154658,[0 0 0 ... 0 0 0]
3682543374,1233923657,[0 0 0 ... 8 7 6]
4171233294,1307344717,[0 0 0 ... 0 0 0]
3859352259,1253950568,[0 0 0 ... 0 0 0]
2132314422,1128000233,[0 0 0 ... 0 0 0]
873076349,1140981132,[0 0 0 ... 0 0 0]
136870072,890596119,[0 0 0 ... 0 0 0]
102356500,862633670,[0 0 0 ... 0 0 0]
3974746672,1270981233,[0 0 0 ... 0 0 0]
3866911702,1254863043,[0 0 0 ... 0 0 0]
120830468,874959041,[0 0 0 ... 0 0 0]
3944543195,1268018802,[0 0 0 ... 0 0 0]
2956358963,1176481945,[0 0 0 ... 0 0 0]
2973423357,1177406055,[0 0 0 ... 0 0 0]
2501765346,1146004974,[0 0 0 ... 0 0 0]
824448851,1041167556,[0 0 0 ... 0 0 0]
4056000750,1282289956,[0 0 0 ... 0 0 0]
1711731520,1100071641,[0 0 0 ... 0 0 0]
3731582677,1239003402,[0 0 0 ... 0 0 0]
63958052,946328775,[0 0 0 ... 0 0 0]
2958499813,1176503900,[0 0 0 ... 0 0 0]
3750152444,1240856338,[0 0 0 ... 0 0 0]
4204298114,1315279558,[0 0 0 ... 0 0 0]
2444260426,1141926036,[0 0 0 ... 0 0 0]
3908517458,1262563417,[0 0 0 ... 0 0 0]
4137778146,1297984974,[0 0 0 ... 0 0 0]
4205439850,1316980089,[0 0 0 ... 0 0 0]
3876189235,1256970419,[0 0 0 ... 0 0 0]
3976909453,1271380724,[0 0 0 ... 0 0 0]
1953844012,1116144015,[0 0 0 ... 0 0 0]
3893243252,1260343315,[0 0 0 ... 0 0 0]
3887637795,1259390915,[0 0 0 ... 0 0 0]
2787713806,1164577856,[0 0 0 ... 0 0 0]
548997213,1025104363,[0 0 0 ... 0 0 0]
3908520639,1262601061,[0 0 0 ... 0 0 0]
2012701604,1120471131,[0 0 0 ... 0 0 0]
2916816630,1172198691,[0 0 0 ... 0 0 0]
87910067,855070276,[0 0 0 ... 0 0 0]
4197493204,1313178939,[0 0 0 ... 0 0 0]
3673696242,1233072891,[0 0 0 ... 0 0 0]
933967167,1047898443,[0 0 0 ... 0 0 0]
4180375550,1309329647,[0 0 0 ... 0 0 0]
3115532190,1191782346,[0 0 0 ... 0 0 0]
3883414026,1257997712,[0 0 0 ... 0 0 0]
4195557705,1312663685,[0 0 0 ... 0 0 0]
3607249235,1227155919,[0 0 0 ... 0 0 0]
819713669,1042991889,[0 0 0 ... 0 0 0]
4189050652,1312009611,[0 0 0 ... 0 0 0]
4195551269,1312623953,[0 0 0 ... 0 0 0]
3065095740,1188462918,[0 0 0 ... 0 0 0]
449731959,1011019134,[0 0 0 ... 0 0 0]
1352146077,1075760735,[0 0 0 ... 0 0 0]
2579160182,1150658786,[0 0 0 ... 0 0 0]
3898707815,1261173414,[0 0 0 ... 0 0 0]
262164792,1129164967,[0 0 0 ... 0 0 0]
190096940,933240025,[0 0 0 ... 1 1 1]
4185406883,1310879529,[0 0 0 ... 0 0 0]
4145101877,1300133010,[1 1 1 ... 0 0 0]
141616415,894265483,[0 0 0 ... 0 0 0]
3785187502,1244540580,[0 0 0 ... 0 0 0]
4157444737,1303077876,[0 0 0 ... 0 0 0]
3754664278,1241239159,[0 0 0 ... 0 0 0]
1345328596,1075485422,[0 0 0 ... 0 0 0]
1816434196,1103758404,[0 0 0 ... 0 0 0]
2695198238,1158121311,[0 0 0 ... 0 0 0]
3058449091,1188358298,[0 0 0 ... 0 0 0]
3992397119,1273077854,[0 0 0 ... 0 0 0]
3842713817,1251448833,[0 0 0 ... 0 0 0]
2976912467,1177593745,[0 0 0 ... 0 0 0]
1188923645,1068089209,[0 0 0 ... 0 0 0]
3877762669,1257044425,[0 0 0 ... 0 0 0]
2920940568,1172791545,[0 0 0 ... 0 0 0]
1185397460,1067892468,[0 0 0 ... 0 0 0]
3762539661,1242108670,[0 0 0 ... 0 0 0]
4182227110,1310230398,[0 0 0 ... 0 0 0]
284150676,1225887578,[0 0 0 ... 0 0 0]
4042587745,1279997533,[0 0 0 ... 0 0 0]
2102696902,1127118548,[0 0 0 ... 0 0 0]
4195402,249019852,[0 0 0 ... 0 0 0]
4141675877,1299290047,[0 0 0 ... 0 0 0]
4236042752,1324143801,[0 0 0 ... 0 0 0]
4153221906,1301890354,[0 0 0 ... 0 0 0]
3940022851,1266911776,[0 0 0 ... 0 0 0]
172897420,924902907,[0 0 0 ... 0 0 0]
4103793051,1318340484,[0 0 0 ... 0 0 0]
3839828304,1262353935,[0 0 0 ... 0 0 0]
2847949094,1167924593,[0 0 0 ... 0 0 0]
3286823283,1204597508,[0 0 0 ... 0 0 0]
4050813039,1281291404,[0 0 0 ... 0 0 0]
199105269,937808775,[0 0 0 ... 0 0 0]
3785187837,1244541053,[0 0 0 ... 0 0 0]
4174210782,1308067970,[0 0 0 ... 0 0 0]
4182118118,1311058160,[0 0 0 ... 0 0 0]
2875392170,1169449864,[0 0 0 ... 0 0 0]
3659618799,1232860253,[0 0 0 ... 0 0 0]
3842786528,1251486330,[ 0  0  0 ... 69 28 35]
569542901,1026788841,[0 0 0 ... 0 0 0]
4058939487,1282751483,[0 0 0 ... 0 0 0]
5625352,250487474,[0 0 0 ... 0 0 0]
3788458943,1245050848,[0 0 0 ... 0 0 0]
3817905801,1248858947,[0 0 0 ... 0 0 0]
116612839,871723668,[0 0 0 ... 0 0 0]
4140188834,1298652715,[0 0 0 ... 1 1 1]
4108911148,1292421528,[0 0 0 ... 0 0 0]
3503642018,1218269921,[0 0 0 ... 0 0 0]
114069351,869944298,[0 0 0 ... 0 0 0]
93254847,1017931157,[0 0 0 ... 0 0 0]
174229185,923599335,[0 0 0 ... 0 0 0]
4050755454,1282009891,[0 0 0 ... 0 0 0]
4188996111,1311951520,[0 0 0 ... 0 0 0]
4167018070,1305878497,[0 0 0 ... 0 0 0]
2035478923,1121420139,[0 0 0 ... 0 0 0]
207257938,941678925,[0 0 0 ... 0 0 0]
3992581089,1273187300,[0 0 0 ... 0 0 0]
435111576,1007682211,[0 0 0 ... 0 0 0]
2590129471,1151787929,[0 0 0 ... 0 0 0]
3814580441,1248212169,[0 0 0 ... 0 0 0]
173538929,923249149,[0 0 0 ... 0 0 0]
4003968106,1275390243,[0 0 0 ... 0 0 0]
1892606346,1139427015,[0 0 0 ... 0 0 0]
478290422,1015146500,[0 0 0 ... 0 0 0]
3120529549,1192028661,[0 0 0 ... 0 0 0]
4129660090,1296979446,[0 0 0 ... 0 0 0]
89431415,1148428920,[0 0 0 ... 0 0 0]
243127611,963310952,[0 0 0 ... 0 0 0]
605449845,1030940507,[0 0 0 ... 0 0 0]
4060832974,1283271373,[0 0 0 ... 0 0 0]
2045156949,1121988556,[0 0 0 ... 0 0 0]
138760431,940548115,[0 0 0 ... 0 0 0]
3604831238,1227034110,[0 0 0 ... 0 0 0]
207151566,941621734,[0 0 0 ... 0 0 0]
3815831708,1248543055,[0 0 0 ... 0 0 0]
3935351018,1265881118,[0 0 0 ... 0 0 0]
147250522,902043529,[0 0 0 ... 0 0 0]
119999540,874179536,[0 0 0 ... 0 0 0]
4063748953,1285060378,[0 0 0 ... 0 0 0]
3923183377,1264079692,[0 0 0 ... 0 0 0]
259364750,970432104,[0 0 0 ... 0 0 0]
3969250196,1270155763,[0 0 0 ... 0 0 0]
2240360490,1132983704,[0 0 0 ... 0 0 0]
4076913379,1286922818,[0 0 0 ... 0 0 0]
138459777,891732489,[0 0 0 ... 0 0 0]
4005127227,1275233398,[0 0 0 ... 0 0 0]
4108924181,1292470813,[0 0 0 ... 0 0 0]
293124354,987913058,[0 0 0 ... 0 0 0]
3906636698,1262299763,[0 0 0 ... 0 0 0]
3844136667,1252264202,[0 0 0 ... 0 0 0]
869106131,1045311745,[0 0 0 ... 0 0 0]
569608634,1026848910,[0 0 0 ... 0 0 0]
1307776666,1072609620,[2 2 2 ... 0 0 0]
1924718105,1112748266,[0 0 0 ... 0 0 0]
228773665,958635330,[0 0 0 ... 0 0 0]
341609474,1062676637,[0 0 0 ... 0 0 0]
4010222111,1276005507,[0 0 0 ... 0 0 0]
3893246204,1260399216,[0 0 0 ... 0 0 0]
4128124810,1296076352,[0 0 0 ... 0 0 0]
3971883935,1270416708,[0 0 0 ... 0 0 0]
412897749,1006439939,[0 0 0 ... 0 0 0]
303051083,995098575,[0 0 0 ... 0 0 0]
3830398169,1250191734,[0 0 0 ... 0 0 0]
138747748,956376227,[0 0 0 ... 0 0 0]
3368972017,1209287927,[0 0 0 ... 0 0 0]
729033532,1037387692,[0 0 0 ... 0 0 0]
2599287930,1152117128,[0 0 0 ... 0 0 0]
4150990400,1301503073,[0 0 0 ... 1 1 1]
151378497,1024710933,[0 0 0 ... 0 0 0]
409693586,1004867944,[0 0 0 ... 0 0 0]
4017666305,1285841278,[0 0 0 ... 0 0 0]
3428875964,1212548399,[0 0 0 ... 0 0 0]
1348785619,1075560138,[0 0 0 ... 0 0 0]
2920940583,1172791584,[0 0 0 ... 0 0 0]
3783075774,1244340612,[0 0 0 ... 0 0 0]
4171232199,1307324758,[0 0 0 ... 0 0 0]
3863648461,1254708829,[0 0 0 ... 0 0 0]
4089004498,1289908911,[0 0 0 ... 0 0 0]
2077023299,1124395981,[0 0 0 ... 0 0 0]
2121747377,1127347905,[0 0 0 ... 0 0 0]
53004922,530046276,[0 0 0 ... 0 0 0]
3871554676,1255917819,[0 0 0 ... 0 0 0]
4197672461,1313406651,[0 0 0 ... 0 0 0]
134404697,888223850,[0 0 0 ... 0 0 0]
4057510754,1282708884,[0 0 0 ... 0 0 0]
408353126,1004693577,[0 0 0 ... 0 0 0]
3847768758,1252187719,[0 0 0 ... 0 0 0]
73469912,904549866,[0 0 0 ... 0 0 0]
4202302037,1314400129,[0 0 0 ... 0 0 0]
3979558481,1271679059,[0 0 0 ... 0 0 0]
3550311579,1220669535,[0 0 0 ... 0 0 0]
4181948570,1310007735,[0 0 0 ... 0 0 0]
342349678,1318132077,[0 0 0 ... 0 0 0]
4037578008,1279084552,[0 0 0 ... 0 0 0]
4200882310,1316285503,[0 0 0 ... 0 0 0]
278583656,1127970088,[0 0 0 ... 0 0 0]
3776580944,1243894573,[0 0 0 ... 0 0 0]
3765557156,1242758863,[0 0 0 ... 0 0 0]
4169226039,1307270070,[0 0 0 ... 0 0 0]
4113738550,1292911706,[0 0 0 ... 0 0 0]
278508362,1308891473,[0 0 0 ... 0 0 0]
2662964829,1156676649,[0 0 0 ... 0 0 0]
844829151,1042800879,[0 0 0 ... 0 0 0]
294485993,987667513,[0 0 0 ... 0 0 0]
4017683236,1285871498,[1 1 2 ... 0 0 0]
4104725978,1293337747,[0 0 0 ... 0 0 0]
553806389,1025662359,[0 0 0 ... 0 0 0]
4213792773,1318929082,[0 0 0 ... 0 0 0]
3929889959,1265204137,[0 0 0 ... 0 0 0]
2313282545,1135788578,[0 0 0 ... 0 0 0]
4043913550,1280178819,[0 0 0 ... 0 0 0]
1508416174,1086093355,[0 0 0 ... 0 0 0]
4183481550,1313545661,[0 0 0 ... 0 0 0]
4182925577,1310105470,[0 0 0 ... 0 0 0]
4183919447,1313693138,[0 0 0 ... 0 0 0]
565097878,1026468733,[0 0 0 ... 0 0 0]
47617235,1234855218,[0 0 0 ... 0 0 0]
3865853412,1255299320,[0 0 0 ... 0 0 0]
112585600,900684729,[0 0 0 ... 0 0 0]
138734022,956388088,[0 0 0 ... 0 0 0]
3883744197,1258097255,[0 0 0 ... 0 0 0]
853456127,1043841178,[0 0 0 ... 0 0 0]
3898728551,1261425311,[0 0 0 ... 0 0 0]
4156933984,1302888722,[0 0 0 ... 0 0 0]
4200872669,1316133440,[0 0 0 ... 0 0 0]
111615425,868182080,[0 0 0 ... 0 0 0]
245416366,963956897,[0 0 0 ... 0 0 0]
53580738,555783512,[0 0 0 ... 0 0 0]
1978152885,1117935782,[0 0 0 ... 0 0 0]
3834431621,1250624002,[0 0 0 ... 0 0 0]
1168561466,1066904473,[0 0 0 ... 0 0 0]
1145837497,1070549368,[0 0 0 ... 0 0 0]
4050751477,1282003355,[0 0 0 ... 0 0 0]
1803902564,1102578132,[3 3 3 ... 0 0 0]
3122735280,1192166686,[0 0 0 ... 0 0 0]
4200875761,1316163590,[0 0 0 ... 0 0 0]
569800970,1027169883,[0 0 0 ... 0 0 0]
824466942,1041176953,[0 0 0 ... 0 0 0]
3414348108,1211982926,[0 0 0 ... 0 0 0]
1663538578,1097136495,[0 0 0 ... 0 0 0]
3762504152,1242098837,[0 0 0 ... 0 0 0]
1027902871,1053195985,[0 0 0 ... 0 0 0]
412929908,1005548636,[1 1 1 ... 0 0 0]
6269530,212471230,[0 0 0 ... 0 0 0]
4157458775,1303080293,[0 0 0 ... 0 0 0]
1125038290,1063325819,[1 1 1 ... 0 0 0]
3879903243,1257269241,[0 0 0 ... 0 0 0]
1168561471,1066904474,[0 0 0 ... 0 0 0]
3463879696,1214918306,[0 0 0 ... 0 0 0]
3817888114,1248831730,[0 0 0 ... 0 0 0]
4125633552,1295220830,[0 0 0 ... 0 0 0]
4181899858,1310339460,[0 0 0 ... 0 0 0]
3576928133,1222970239,[0 0 0 ... 0 0 0]
4235888004,1324016491,[0 0 0 ... 0 0 0]
249468311,965080280,[0 0 0 ... 0 0 0]
3898719798,1261395377,[0 0 0 ... 0 0 0]
68166283,834823860,[0 0 0 ... 0 0 0]
4236297932,1324201727,[0 0 0 ... 0 0 0]
4150978320,1301335283,[0 0 0 ... 0 0 0]
4202304600,1314549075,[0 0 0 ... 0 0 0]
4105525635,1291991278,[0 0 0 ... 0 0 0]
1814026976,1103073743,[0 0 0 ... 0 0 0]
4177837720,1308815281,[0 0 0 ... 0 0 0]
4197514812,1313363442,[0 0 0 ... 0 0 0]
3889130647,1259488971,[0 0 0 ... 0 0 0]
93242514,876127316,[0 0 0 ... 0 0 0]
819755817,1040826192,[0 0 0 ... 0 0 0]
3785188021,1244541383,[0 0 0 ... 0 0 0]
3005787106,1182181430,[2 2 2 ... 0 0 0]
4212780195,1317382459,[0 0 0 ... 0 0 0]
207151487,941621745,[0 0 0 ... 0 0 0]
3992551789,1273062824,[0 0 0 ... 0 0 0]
3893243200,1260342326,[0 0 0 ... 0 0 0]
4003832961,1275022724,[0 0 0 ... 0 0 0]
177450314,925784177,[0 0 0 ... 0 0 0]
4177866399,1308877269,[0 0 0 ... 0 0 0]
4112024785,1298710818,[0 0 0 ... 0 0 0]
3887566872,1258873513,[0 0 0 ... 0 0 0]
304276169,995836740,[0 0 0 ... 0 0 0]
2980022442,1268839213,[0 0 0 ... 0 0 0]
141942248,894368616,[0 0 0 ... 0 0 0]
4129524130,1296895971,[0 0 0 ... 0 0 0]
2695198646,1158121464,[0 0 0 ... 0 0 0]
4057551121,1282574296,[0 0 0 ... 0 0 0]
1657064180,1096608815,[0 0 0 ... 0 0 0]
4155417514,1302479434,[0 0 0 ... 0 0 0]
141191693,893310458,[0 0 0 ... 0 0 0]
3122669568,1192151676,[0 0 0 ... 0 0 0]
2487580472,1144740775,[0 0 0 ... 0 0 0]
1408036183,1078926322,[0 0 0 ... 0 0 0]
3490095602,1217141041,[0 0 0 ... 0 0 0]
3265357696,1202886462,[0 0 0 ... 0 0 0]
59218364,879744575,[0 0 0 ... 0 0 0]
145482229,899739457,[0 0 0 ... 0 0 0]
4200225533,1313742535,[0 0 0 ... 0 0 0]
262168215,971431471,[0 0 0 ... 0 0 0]
1725833338,1100503466,[0 0 0 ... 0 0 0]
3065095695,1188462869,[0 0 0 ... 0 0 0]
4195574402,1312889771,[0 0 0 ... 0 0 0]
3470054063,1215510660,[0 0 0 ... 0 0 0]
2009472340,1120085789,[1 1 1 ... 0 0 0]
237885946,961554709,[0 0 0 ... 0 0 0]
3072194532,1189478985,[0 0 0 ... 0 0 0]
92028627,858009917,[0 0 0 ... 0 0 0]
3249407391,1201835016,[0 0 0 ... 0 0 0]
4037448557,1278877898,[0 0 0 ... 0 0 0]
1255935542,1070213683,[0 0 0 ... 0 0 0]
3654517351,1231807162,[0 0 0 ... 0 0 0]
4181946392,1309989948,[  2   2   2 ... 138 138 138]
4210988697,1317271155,[0 0 0 ... 0 0 0]
3935902387,1266169647,[0 0 0 ... 0 0 0]
1520695719,1309033886,[0 0 0 ... 0 0 0]
3699480923,1235800857,[0 0 0 ... 0 0 0]
3898715012,1261242685,[0 0 0 ... 0 0 0]
162783285,917208452,[0 0 0 ... 0 0 0]
4227456982,1321668070,[0 0 0 ... 0 0 0]
4179667416,1309110345,[0 0 0 ... 0 0 0]
867222362,1045098783,[0 0 0 ... 0 0 0]
3992382537,1273015500,[0 0 0 ... 0 0 0]
3586315353,1224475742,[0 0 0 ... 0 0 0]
3528974226,1219714672,[0 0 0 ... 0 0 0]
2845081724,1167742950,[0 0 0 ... 0 0 0]
1070175491,1056113681,[0 0 0 ... 0 0 0]
4200880299,1316248148,[0 0 0 ... 0 0 0]
2695196899,1158120577,[0 0 0 ... 0 0 0]
3905723669,1262171116,[0 0 0 ... 0 0 0]
2589467316,1152208719,[0 0 0 ... 0 0 0]
102703575,862578908,[0 0 0 ... 0 0 0]
138768139,934972740,[0 0 0 ... 0 0 0]
4037100508,1279188471,[0 0 0 ... 0 0 0]
574979591,1027840198,[0 0 0 ... 0 0 0]
148049657,910221235,[0 0 0 ... 0 0 0]
4026079704,1277776636,[0 0 0 ... 0 0 0]
3874305251,1256429352,[0 0 0 ... 0 0 0]
2792162233,1187595667,[0 0 0 ... 0 0 0]
3716575655,1237170726,[0 0 0 ... 0 0 0]
494589442,1016549402,[0 0 0 ... 0 0 0]
2665952116,1156511673,[0 0 0 ... 0 0 0]
2035478852,1121419834,[0 0 0 ... 0 0 0]
4007107762,1275609233,[0 0 0 ... 0 0 0]
4050742450,1281969271,[1 1 1 ... 0 0 0]
231450255,959218758,[0 0 0 ... 0 0 0]
3836485058,1250890825,[0 0 0 ... 0 0 0]
212583425,949552374,[0 0 0 ... 0 0 0]
4056001124,1282291258,[0 0 0 ... 0 0 0]
3793570839,1245643076,[0 0 0 ... 0 0 0]
4182225991,1310209728,[0 0 0 ... 0 0 0]
3929900140,1265207619,[0 0 0 ... 0 0 0]
4079553169,1287913532,[0 0 0 ... 0 0 0]
220939478,956069967,[0 0 0 ... 0 0 0]
157448774,913318228,[0 0 0 ... 0 0 0]
3142313158,1193422491,[2 2 2 ... 0 0 0]
278401605,1308858652,[0 0 0 ... 0 0 0]
4221623401,1320940386,[0 0 0 ... 0 0 0]
91437139,857469869,[0 0 0 ... 0 0 0]
1940492600,1115169339,[0 0 0 ... 0 0 0]
420740065,1006141129,[0 0 0 ... 0 0 0]
4061599104,1283699408,[0 0 0 ... 0 0 0]
3620886142,1228858643,[0 0 0 ... 0 0 0]
1926714921,1113061590,[0 0 0 ... 0 0 0]
4165988752,1305533458,[0 0 0 ... 0 0 0]
3993178340,1273170988,[0 0 0 ... 0 0 0]
2366164222,1138372392,[0 0 0 ... 0 0 0]
4085910490,1288842454,[0 0 0 ... 0 0 0]
4151271052,1301721028,[0 0 0 ... 0 0 0]
2219513047,1132071797,[0 0 0 ... 0 0 0]
131459451,885820063,[0 0 0 ... 0 0 0]
2950711645,1225887632,[0 0 0 ... 0 0 0]
803792582,1039908407,[0 0 0 ... 0 0 0]
3654899994,1231848467,[0 0 0 ... 0 0 0]
158980500,978861825,[0 0 0 ... 0 0 0]
49889082,588117443,[0 0 0 ... 0 0 0]
4188771199,1311610438,[0 0 0 ... 0 0 0]
2589920301,1198174586,[0 0 0 ... 0 0 0]
3534268584,1220255546,[0 0 0 ... 0 0 0]
4150996428,1301524816,[0 0 0 ... 0 0 0]
1548294461,1092313572,[0 0 0 ... 0 0 0]
147337295,902173550,[0 0 0 ... 0 0 0]
681620077,1034868537,[0 0 0 ... 0 0 0]
1251774,488932323,[0 0 0 ... 0 0 0]
569558065,1026838249,[0 0 0 ... 0 0 0]
85263882,853995712,[0 0 0 ... 0 0 0]
4250693920,1328630117,[0 0 0 ... 0 0 0]
2462951807,1143237307,[0 0 0 ... 0 0 0]
1706101743,1099702199,[0 0 0 ... 0 0 0]
495350762,1016547195,[0 0 0 ... 0 0 0]
158983068,914530513,[0 0 0 ... 0 0 0]
3151989219,1193935127,[0 0 0 ... 0 0 0]
846683809,1043058504,[0 0 0 ... 0 0 0]
125347347,900895388,[0 0 0 ... 0 0 0]
4202304494,1314541014,[0 0 0 ... 0 0 0]
3147821352,1193628133,[0 0 0 ... 0 0 0]
2079502233,1124589260,[0 0 0 ... 0 0 0]
4210960734,1316936430,[0 0 0 ... 0 0 0]
4167096169,1306910259,[0 0 0 ... 0 0 0]
297425780,990424853,[0 0 0 ... 0 0 0]
1317409873,1073485738,[0 0 0 ... 0 0 0]
3759523437,1241685020,[0 0 0 ... 0 0 0]
4213745626,1317693949,[0 0 0 ... 0 0 0]
3756620455,1241410791,[0 0 0 ... 0 0 0]
1711736948,1100071714,[0 0 0 ... 0 0 0]
4197654952,1313141591,[0 0 0 ... 0 0 0]
3793734976,1245669332,[0 0 0 ... 0 0 0]
3146947760,1193596487,[0 0 0 ... 0 0 0]
2782770449,1164521065,[0 0 0 ... 0 0 0]
168344521,921250324,[0 0 0 ... 0 0 0]
2422838159,1141006771,[0 0 0 ... 0 0 0]
4728228,150366130,[0 0 0 ... 0 0 0]
4221604114,1320839458,[0 0 0 ... 0 0 0]
190260046,933331088,[0 0 0 ... 0 0 0]
3819982069,1249535226,[0 0 0 ... 0 0 0]
1809710632,1102978950,[0 0 0 ... 0 0 0]
1694595538,1098757479,[0 0 0 ... 0 0 0]
4200877986,1316215821,[0 0 0 ... 0 0 0]
1983978570,1118390598,[0 0 0 ... 0 0 0]
3487829430,1216969211,[0 0 0 ... 0 0 0]
245475265,963976093,[0 0 0 ... 0 0 0]
121624220,875828010,[0 0 0 ... 0 0 0]
2921373,846480657,[0 0 0 ... 0 0 0]
569656637,1027046597,[0 0 0 ... 0 0 0]
3142819918,1193390947,[0 0 0 ... 0 0 0]
3976944786,1271551081,[0 0 0 ... 0 0 0]
3995367813,1274005278,[0 0 0 ... 0 0 0]
3995366811,1273993667,[0 0 0 ... 0 0 0]
3929343365,1265087097,[0 0 0 ... 0 0 0]
67432997,1017659008,[0 0 0 ... 0 0 0]
3785188000,1244541294,[0 0 0 ... 0 0 0]
4061479288,1283505931,[0 0 0 ... 0 0 0]
3976931228,1271514073,[0 0 0 ... 0 0 0]
3819982005,1249535195,[0 0 0 ... 0 0 0]
1951685739,1317996393,[0 0 0 ... 0 0 0]
1228777340,1069204532,[0 0 0 ... 0 0 0]
4218282538,1319201899,[0 0 0 ... 0 0 0]
253828511,966923358,[0 0 0 ... 0 0 0]
154501793,910256627,[0 0 0 ... 0 0 0]
1170003666,1066647311,[0 0 0 ... 0 0 0]
2958406034,1176492606,[0 0 0 ... 0 0 0]
440707548,1009323695,[0 0 0 ... 0 0 0]
3738768537,1239796226,[2 2 2 ... 0 0 0]
3885602690,1258505833,[0 0 0 ... 0 0 0]
4036992397,1278748208,[0 0 0 ... 0 0 0]
155996452,912000675,[0 0 0 ... 0 0 0]
4215360488,1320098422,[0 0 0 ... 0 0 0]
154626432,910379495,[0 0 0 ... 0 0 0]
262239884,1133292851,[0 0 0 ... 0 0 0]
3269431056,1203116951,[0 0 0 ... 1 1 1]
4167080604,1306568580,[0 0 0 ... 0 0 0]
4151268514,1301670153,[0 0 0 ... 0 0 0]
1338066298,1074735530,[0 0 0 ... 0 0 0]
144693821,898389425,[0 0 0 ... 0 0 0]
574637727,1027656251,[0 0 0 ... 0 0 0]
216198843,952640557,[0 0 0 ... 0 0 0]
1944127265,1130151407,[0 0 0 ... 0 0 0]
50372091,455765377,[0 0 0 ... 0 0 0]
1857268844,1105831409,[0 0 0 ... 0 0 0]
4181960159,1310066693,[0 0 0 ... 0 0 0]
3013960496,1183894590,[0 0 0 ... 0 0 0]
4050824531,1281323251,[0 0 0 ... 0 0 0]
2981068329,1178126653,[0 0 0 ... 0 0 0]
3845095347,1251803818,[0 0 0 ... 0 0 0]
3915361309,1263197925,[0 0 0 ... 0 0 0]
175940240,924739232,[0 0 0 ... 0 0 0]
4019303460,1277040105,[0 0 0 ... 0 0 0]
1711729517,1100082326,[0 0 0 ... 0 0 0]
3303148785,1205396970,[0 0 0 ... 0 0 0]
3797080762,1246083286,[0 0 0 ... 0 0 0]
1993881026,1158206042,[0 0 0 ... 0 0 0]
4231944881,1323941134,[0 0 0 ... 0 0 0]
3962600693,1269772067,[0 0 0 ... 0 0 0]
4172822668,1307758424,[0 0 0 ... 0 0 0]
2790131186,1188450215,[0 0 0 ... 0 0 0]
3898721330,1261406861,[0 0 0 ... 0 0 0]
93040635,858596466,[1 1 1 ... 0 0 0]
4104715391,1293316435,[0 0 0 ... 0 0 0]
3929900646,1265217254,[0 0 0 ... 0 0 0]
2732797014,1161118082,[0 0 0 ... 0 0 0]
